logFC	AveExpr	t	P.Value	adj.P.Val	B
22333	7.18138179194776	7.14286480989867	133.42274070475	2.05197276367318e-14	1.30702794104724e-12	23.2615398386467
81702	7.38719522997576	7.56020171005275	133.682484715126	2.02100785489393e-14	1.30702794104724e-12	23.2595369645911
225363	8.24623698015459	8.23545759428928	135.093665072335	1.86171616477307e-14	1.30702794104724e-12	23.2571453993254
14827	8.95592301237923	8.98228433723641	136.580099248184	1.7090620106398e-14	1.30702794104724e-12	23.2550292784725
13424	8.23247983445993	8.07885471908712	134.9706261728	1.87502600558793e-14	1.30702794104724e-12	23.2533603109571
17449	6.93259417884975	8.00019154549991	132.767577898035	2.1324817701915e-14	1.30702794104724e-12	23.2467274342604
56706	7.64984541395888	7.56473333629721	133.711268668798	2.01760898418927e-14	1.30702794104724e-12	23.2437069214917
78388	7.15648434424545	6.98248056978478	132.937536169044	2.11125966450063e-14	1.30702794104724e-12	23.2431112703266
18472	7.37802611907149	7.11484133667927	133.250153341251	2.07284327256747e-14	1.30702794104724e-12	23.2426065517525
15525	7.868107733538	7.62954454827934	134.047344669284	1.97839780314884e-14	1.30702794104724e-12	23.24248408091
381438	7.68694005735651	7.52742275607423	133.74100392532	2.01410454979474e-14	1.30702794104724e-12	23.2424417788453
619547	8.45643283583868	8.21374723668151	135.100617091227	1.86096731049218e-14	1.30702794104724e-12	23.2415283672507
20185	7.16314270218294	7.15099614846882	132.88249303039	2.11810652188696e-14	1.30702794104724e-12	23.2404900633908
19951	8.58237673555048	8.43520201799275	135.140087092389	1.8567221337415e-14	1.30702794104724e-12	23.2331394953315
23994	7.51432168988872	7.53229316167885	133.22513036375	2.0758890566774e-14	1.30702794104724e-12	23.2329559173636
71514	8.51498680492251	8.22868741645183	134.97307766413	1.87475976778123e-14	1.30702794104724e-12	23.2320100494332
16649	6.95481590219458	6.72916627612538	132.425030233213	2.17598969361799e-14	1.30702794104724e-12	23.2316952721597
16573	7.39919233227884	7.74053806829294	133.009200889884	2.10238261135445e-14	1.30702794104724e-12	23.2314845369341
233908	7.59933099326948	7.09983465025981	133.27352842881	2.07000262116172e-14	1.30702794104724e-12	23.2293983707212
81910	7.61852922562021	8.65658716489186	133.111016702892	2.08984305968032e-14	1.30702794104724e-12	23.2215622375695
16669	10.8932639211849	10.0277699043231	142.815942797342	1.20549396975314e-14	1.30702794104724e-12	23.2186927045659
18643	7.67224601915129	7.75437580691552	133.043067345435	2.09820225234091e-14	1.30702794104724e-12	23.2152813672646
20740	8.5829598400726	8.10145357773089	134.516638228919	1.92507344694487e-14	1.30702794104724e-12	23.2089450337787
19045	7.33453815414771	7.53128682645786	132.275629191686	2.1952783814643e-14	1.30702794104724e-12	23.2054294870307
20382	8.45018636696051	8.23242977702435	134.093439265764	1.97308711173675e-14	1.30702794104724e-12	23.2027633013699
100043718	7.45150441773138	7.11500466718674	132.360215877761	2.18433409465884e-14	1.30702794104724e-12	23.20167563152
50785	6.81810162877004	7.22743162383029	131.591567754076	2.28609400326799e-14	1.30702794104724e-12	23.2012521217601
66945	7.00353487319708	7.5291649920951	131.728861690837	2.26753223259622e-14	1.30702794104724e-12	23.2008193426045
13650	7.14389959098449	6.75744045186039	131.893177596184	2.24554022884095e-14	1.30702794104724e-12	23.2007171854396
101772	8.71076391151874	9.1652146215041	134.386184683119	1.93973199404854e-14	1.30702794104724e-12	23.1934730665346
72102	6.93247699243247	6.75441163546434	131.479847854743	2.30132474102903e-14	1.30702794104724e-12	23.1932363514945
19231	9.91842645857136	9.46101496155052	137.884841411903	1.58662880487637e-14	1.30702794104724e-12	23.1923845233754
17448	7.26173467360881	7.52230300649618	131.824686420482	2.25467770264916e-14	1.30702794104724e-12	23.1911694655594
18114	6.87464270391207	6.71228339750123	131.366487067599	2.31689625966035e-14	1.30702794104724e-12	23.1902623144971
276770	8.69441084518632	8.9527508655572	134.100705143029	1.97225145684838e-14	1.30702794104724e-12	23.1837521706532
140570	7.81168360898602	7.79579130437919	132.418779641528	2.17679284585218e-14	1.30702794104724e-12	23.180760388524
21991	7.14514470049347	7.32190787274347	131.344517513546	2.31992777868826e-14	1.30702794104724e-12	23.1777804785136
15387	6.92912204063566	6.84085128953715	131.036575091677	2.36289417848193e-14	1.30702794104724e-12	23.1747117172924
230721	7.03961883264487	6.82219025145853	131.090062671745	2.35536722196666e-14	1.30702794104724e-12	23.1724071058033
16783	8.08902535868854	8.60866619163784	132.637370106184	2.14890318150866e-14	1.30702794104724e-12	23.1709421375904
65019	7.77531053897608	7.46748561819874	132.060339414254	2.22341384402936e-14	1.30702794104724e-12	23.1685285359097
100041965	7.81562759637478	8.01311561795542	132.110687483246	2.21679777994332e-14	1.30702794104724e-12	23.1679232288112
100041925	7.84907690037266	7.61656856694529	132.105459143786	2.21748378364773e-14	1.30702794104724e-12	23.1655118848497
22608	7.4405138744172	7.35757862813003	131.426211493002	2.30867760496488e-14	1.30702794104724e-12	23.1637873291824
16410	7.18032183270295	6.89880095937009	131.040779614858	2.362301522101e-14	1.30702794104724e-12	23.1631595149518
233789	7.60266026605721	7.49555496352522	131.655966432294	2.27736622151523e-14	1.30702794104724e-12	23.1631001845162
22070	7.5724092661846	7.47298369678001	131.537993803288	2.29338348966642e-14	1.30702794104724e-12	23.1601491005504
56209	7.67045018924409	7.96755414299151	131.594517060013	2.28569346839091e-14	1.30702794104724e-12	23.1561997197051
22201	7.78910227346104	7.94542685832224	131.776207418491	2.2611706788173e-14	1.30702794104724e-12	23.1559606219299
99571	7.70597823188364	3.428651600799	131.621803566741	2.28199153479313e-14	1.30702794104724e-12	23.1550258384501
19182	6.79243933172305	6.93381367205889	130.386990256102	2.45650484083851e-14	1.30702794104724e-12	23.1508468890514
17717	10.5545233654667	11.1174147346673	139.092688464265	1.48204436817645e-14	1.30702794104724e-12	23.1470136083523
19730	9.02579196290667	8.51885757896528	133.897943679334	1.99572184354443e-14	1.30702794104724e-12	23.1461577988558
70790	7.54488626731376	7.51905698598713	130.876946123486	2.38551950166439e-14	1.30702794104724e-12	23.1343988467922
19325	7.46556313939884	7.45826196713487	130.733177229965	2.40610616278876e-14	1.30702794104724e-12	23.1333132729413
20044	7.97747039438726	7.77250842136538	131.436848032768	2.30721736683028e-14	1.30702794104724e-12	23.1295820353621
98758	7.76132121985837	7.70338373766006	131.073829410519	2.35764876050954e-14	1.30702794104724e-12	23.1287833416398
20926	7.5210198850663	7.54623038763857	130.603640170168	2.42482665231084e-14	1.30702794104724e-12	23.1244500151264
668041	8.43579089504696	8.20565150772049	132.085186810094	2.22014595535413e-14	1.30702794104724e-12	23.1239867171002
17135	7.61281696550896	7.53382284053562	130.715163881375	2.40869963950485e-14	1.30702794104724e-12	23.1233571254001
11820	9.60294258047691	9.01160301674715	134.915494236759	1.8810247425828e-14	1.30702794104724e-12	23.1229688115889
217882	7.7179025436029	7.583975713221	130.858040866361	2.38821521986904e-14	1.30702794104724e-12	23.122603869508
66629	8.14697045066303	8.58547860112843	131.530149316856	2.29445304050216e-14	1.30702794104724e-12	23.1220125039338
